001 The Alternative Rock Wedding Cocktail Hour,,,,
"No Woman, No Cry-Bob Marley","No Woman, No Cry",Bob Marley,,
A Thousand Years-Christina Perri,A Thousand Years,Christina Perri,,
Marry Me-Train,Marry Me,Train,,
Kiss Me-Ed Sheeran,Kiss Me,Ed Sheeran,,
I Love You (BT Mix)-Sarah McLachlan,I Love You (BT Mix),Sarah McLachlan,,
Thank You (Deep Dish Mix)-Dido,Thank You (Deep Dish Mix),Dido,,
,,,,
018 The Miami Vice Wedding Cocktail Hour,,,,
Miami Vice Theme-Jan Hammer (soundtrack),Miami Vice Theme,Jan Hammer (soundtrack),,
You Belong to the City-Glenn Frey,You Belong to the City,Glenn Frey,,
Broken Wings-Mr. Mister,Broken Wings,Mr. Mister,,
You Wear it Well-DeBarge,You Wear it Well,DeBarge,,
Jump (For My Love)-The Pointer Sisters,Jump (For My Love),The Pointer Sisters,,
The Glamorous Life-Sheila E.,The Glamorous Life,Sheila E.,,
Smuggler’s Blues-Glenn Frey,Smuggler’s Blues,Glenn Frey,,
Dirty Laundry-Don Henley,Dirty Laundry,Don Henley,,
Everybody-Madonna,Everybody,Madonna,,
What You Need-INXS,What You Need,INXS,,
Lives in the Balance-Jackson Browne,Lives in the Balance,Jackson Browne,,
Better Be Good to Me-Tina Turner,Better Be Good to Me,Tina Turner,,
Walk on the Wild Side-Lou Reed,Walk on the Wild Side,Lou Reed,,
White Rabbit-Jefferson Airplane,White Rabbit,Jefferson Airplane,,
Cocaine-Eric Clapton,Cocaine,Eric Clapton,,
Sympathy for the Devil-The Rolling Stones,Sympathy for the Devil,The Rolling Stones,,
Conga-Gloria Estefan,Conga,Gloria Estefan,,
Cuba-Gibson Brothers,Cuba,Gibson Brothers,,
La Vida Es Un Carnaval-Celia Cruz (salsa),La Vida Es Un Carnaval,Celia Cruz (salsa),,
Aguanile-Marc Anthony (salsa),Aguanile,Marc Anthony (salsa),,
Dark Beat-Oscar G. & Ralph Falcon (Original Murk Mix) (Tribal House),Dark Beat,Oscar G. & Ralph Falcon (Original Murk Mix) (Tribal House),,
White Lines-Grandmaster Flash (old school rap),White Lines,Grandmaster Flash (old school rap),,
Push It-Rick Ross (hip hop),Push It,Rick Ross (hip hop),,
Crockett’s Theme-Jan Hammer (electronic),Crockett’s Theme,Jan Hammer (electronic),,
Missing You-John Waite,Missing You,John Waite,,
Waiting for a Girl Like You-Foreigner,Waiting for a Girl Like You,Foreigner,,
In the Air Tonight-Phil Collins,In the Air Tonight,Phil Collins,,
One of These Mornings-Moby,One of These Mornings,Moby,,
Post-Modern Sleaze-Sneaker Pimps,Post,Modern Sleaze-Sneaker Pimps,,
,,,,
019 The Super Happy Hour Wedding Cocktail Hour,,,,
Having a Party-Sam Cooke,Having a Party,Sam Cooke,,
Three Little Birds-Bob Marley,Three Little Birds,Bob Marley,,
"Red, Red Wine-UB40","Red, Red Wine",UB40,,
Margaritaville-Jimmy Buffet,Margaritaville,Jimmy Buffet,,
It's Five O'Clock Somewhere-Alan Jackson & Jimmy Buffett,It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett,,
Never Ever Worry-Lord Pretender,Never Ever Worry,Lord Pretender,,
Seven Days in Sunny June-Jamiroquai,Seven Days in Sunny June,Jamiroquai,,
The Sound of Sunshine-Michael Franti,The Sound of Sunshine,Michael Franti,,
Foundation-Beenie Man,Foundation,Beenie Man,,
Saturday in the Park-Chicago,Saturday in the Park,Chicago,,
Soak Up the Sun-Sheryl Crow,Soak Up the Sun,Sheryl Crow,,
"Shiny, Happy People-R.E.M.","Shiny, Happy People",R.E.M.,LYRICS,
Heaven is a Place on Earth-Belinda Carlisle,Heaven is a Place on Earth,Belinda Carlisle,,
Rhythm of the Night-DeBarge,Rhythm of the Night,DeBarge,,
Dancing on the Ceiling-Lionel Richie,Dancing on the Ceiling,Lionel Richie,,
Let's Go Dancin'-Kool & the Gang,Let's Go Dancin',Kool & the Gang,,
You Make Me Feel Like Dancing-Leo Sayer,You Make Me Feel Like Dancing,Leo Sayer,,
Good Times-Chic,Good Times,Chic,,
Where's the Party-Madonna,Where's the Party,Madonna,,
Summer of '69-Bryan Adams,Summer of '69,Bryan Adams,,
Do You Believe in Love-Huey Lewis & the News,Do You Believe in Love,Huey Lewis & the News,,
Good Vibrations-The Beach Boys,Good Vibrations,The Beach Boys,,
It's My Party-Lesley Gore,It's My Party,Lesley Gore,,
More Today Than Yesterday-Spiral Starecase,More Today Than Yesterday,Spiral Starecase,,
Joy to the World-Three Dog Night,Joy to the World,Three Dog Night,,
Hooked on a Feeling-B.J. Thomas,Hooked on a Feeling,B.J. Thomas,,
Do You Believe in Magic-The Lovin' Spoonful,Do You Believe in Magic,The Lovin' Spoonful,,
Doo Wah Diddy-Manfred Mann,Doo Wah Diddy,Manfred Mann,,
Lovely Day-Bill Withers,Lovely Day,Bill Withers,,
Sir Duke-Stevie Wonder,Sir Duke,Stevie Wonder,,
Forever-Chris Brown,Forever,Chris Brown,,
Happy-Pharrell Williams,Happy,Pharrell Williams,,
Love Generation-Bob Sinclar,Love Generation,Bob Sinclar,,
Say Hey (I Love You)-Michael Franti & Spearhead,Say Hey (I Love You),Michael Franti & Spearhead,,
"Big Fun (12"" Mix)-Inner City","Big Fun (12"" Mix)",Inner City,,
Sing Hallelujah!-Dr. Alban,Sing Hallelujah!,Dr. Alban,,
The Whistle Song-Frankie Knuckles,The Whistle Song,Frankie Knuckles,,
,,,,
020 The New Jersey Homegrown Wedding Cocktail Hour,,,,
Havin' a Party-Southside Johnny & The Asbury Jukes,Havin' a Party,Southside Johnny & The Asbury Jukes,,
Under the Boardwalk-The Drifters (***),Under the Boardwalk,The Drifters (***),,
Wildwood Days-Bobby Rydell (***),Wildwood Days,Bobby Rydell (***),,
Can't Take My Eyes Off You-Frankie Valli & The Four Seasons,Can't Take My Eyes Off You,Frankie Valli & The Four Seasons,,
If I Should Fall Behind-Bruce Springsteen,If I Should Fall Behind,Bruce Springsteen,,
Living Doll-John Eddie,Living Doll,John Eddie,,
Strangers in the Night-Frank Sinatra,Strangers in the Night,Frank Sinatra,,
Tenth Avenue Freeze-Out-Bruce Springsteen,Tenth Avenue Freeze,Out-Bruce Springsteen,,
Brandy (You're a Fine Girl)-The Looking Glass,Brandy (You're a Fine Girl),The Looking Glass,,
Respect Yourself-Bruce Willis,Respect Yourself,Bruce Willis,,
Good Lovin'-The Rascals,Good Lovin',The Rascals,,
The '59 Sound-The Gaslight Anthem,The '59 Sound,The Gaslight Anthem,,
Run-Around-Blues Traveler,Run,Around-Blues Traveler,,
Because the Night-The Patti Smith Group,Because the Night,The Patti Smith Group,,
Wanted Dead or Alive-Bon Jovi,Wanted Dead or Alive,Bon Jovi,,
Do It Again-Steely Dan (note: co-founder and lead singer Donald Fagen grew up in South Brunswick NJ),Do It Again,Steely Dan (note: co-founder and lead singer Donald Fagen grew up in South Brunswick NJ),,
Dream Weaver-Gary Wright,Dream Weaver,Gary Wright,,
"December, 1963 (Oh What A Night)-Frankie Valli & the Four Seasons","December, 1963 (Oh What A Night)",Frankie Valli & the Four Seasons,,
Jersey Girl-Bruce Springsteen,Jersey Girl,Bruce Springsteen,,
Killing Me Softly-The Fugees,Killing Me Softly,The Fugees,,
I Put a Spell on You-Queen Latifah,I Put a Spell on You,Queen Latifah,,
Set Adrift On Memory Bliss-P.M. Dawn,Set Adrift On Memory Bliss,P.M. Dawn,,
Love Will Save the Day (Jellybean Benitez Remix)-Whitney Houston,Love Will Save the Day (Jellybean Benitez Remix),Whitney Houston,,
,,,,
021 The French Connection Wedding Cocktail Hour,,,,
Clair De Lune-Claude Debussy,Clair De Lune,Claude Debussy,,
The Painted Veil: Gnossienne No. 1-Erik Satie,The Painted Veil: Gnossienne No. 1,Erik Satie,,
Space Maker-Air,Space Maker,Air,,
La Mer Opale-Coralie Clement,La Mer Opale,Coralie Clement,,
5:55-Charlotte Gainsbourg,5:55,Charlotte Gainsbourg,,
All I Need-Air,All I Need,Air,,
This is Not a Love Song-Nouvelle Vague,This is Not a Love Song,Nouvelle Vague,,
Something That's Inside-Daniel Masson,Something That's Inside,Daniel Masson,,
Breathe-Telepopmusik,Breathe,Telepopmusik,,
Si La Photo Est Bonne-Barbara,Si La Photo Est Bonne,Barbara,,
Les Moulins De mon Couer (The Windmills of Your Mind)-Deborrah 'Moogy' Morgane,Les Moulins De mon Couer (The Windmills of Your Mind),Deborrah 'Moogy' Morgane,,
Bonnie & Clyde-Serge Gainsbourg,Bonnie & Clyde,Serge Gainsbourg,,
Sacre Francais-Dimitri from Paris,Sacre Francais,Dimitri from Paris,,
Around the World-Daft Punk,Around the World,Daft Punk,,
One Love-David Guetta & Estelle,One Love,David Guetta & Estelle,,
Tout Est Bleu-Ame Strong,Tout Est Bleu,Ame Strong,,
D.A.N.C.E.-Justice,D.A.N.C.E.,Justice,,
"World, Hold On-Bob Sinclar","World, Hold On",Bob Sinclar,,
,,,,
022 The Disco Love Wedding Cocktail Hour,,,,
Love in C Minor-Cerrone,Love in C Minor,Cerrone,,
Close to Perfection-Miquel Brown,Close to Perfection,Miquel Brown,,
Native New Yorker-Odyssey,Native New Yorker,Odyssey,,
"More, More, More-Andrea True Connection","More, More, More",Andrea True Connection,,
Night Fever-The Bee Gees,Night Fever,The Bee Gees,,
Romeo & Juliet-Alec Costandinos,Romeo & Juliet,Alec Costandinos,,
"Fly, Robin Fly-Silver Convention","Fly, Robin Fly",Silver Convention,,
Rock Your Baby-George McCrae,Rock Your Baby,George McCrae,,
Rock With You-Michael Jackson,Rock With You,Michael Jackson,,
Got to Be Real-Cheryl Lynn,Got to Be Real,Cheryl Lynn,,
Love Come Down-Evelyn Champagne King,Love Come Down,Evelyn Champagne King,,
Disco Nights (Rock Freak)-G.Q.,Disco Nights (Rock Freak),G.Q.,,
The Hustle-Van McCoy,The Hustle,Van McCoy,,
Love to Love You Baby-Donna Summer,Love to Love You Baby,Donna Summer,,
From Here to Eternity-Giorgio Moroder,From Here to Eternity,Giorgio Moroder,,
Salsoul Rainbow-The Salsoul Orchestra,Salsoul Rainbow,The Salsoul Orchestra,,
High Energy-Evelyn Thomas,High Energy,Evelyn Thomas,,
Heaven Must Have Sent You-Bonnie Pointer,Heaven Must Have Sent You,Bonnie Pointer,,
"Can’t Get Enough of Your Love, Babe-Barry White","Can’t Get Enough of Your Love, Babe",Barry White,,
,,,,
023 The Super Funky Soul Wedding Cocktail Hour,,,,
I Get Lifted-George McCrae,I Get Lifted,George McCrae,,
Papa Was a Rollin' Stone-The Temptations,Papa Was a Rollin' Stone,The Temptations,,
You Rock My World-Michael Jackson,You Rock My World,Michael Jackson,,
Thank You (Falettinme Be Mice Elf Again)-Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Again),Sly & The Family Stone,,
Papa's Got a Brand New Bag-James Brown,Papa's Got a Brand New Bag,James Brown,,
Groove Me-Louie Rankin,Groove Me,Louie Rankin,,
Back in Love Again (Every Time I Turn Around)- L.T.D.,Back in Love Again (Every Time I Turn Around),L.T.D.,,
"Let's Go Dancin' (Ooh, La, La, La)-Kool & the Gang","Let's Go Dancin' (Ooh, La, La, La)",Kool & the Gang,,
Boogie Shoes-K.C. and the Sunshine Band,Boogie Shoes,K.C. and the Sunshine Band,,
Knock on Wood-Eddie Floyd,Knock on Wood,Eddie Floyd,,
Superstition-Stevie Wonder,Superstition,Stevie Wonder,,
Soul Finger-The Bar-Kays,Soul Finger,The Bar-Kays,,
(Your Love Keeps Lifting Me) Higher & Higher-Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,,
Gimme Some Lovin'-The Spencer Davis Group,Gimme Some Lovin',The Spencer Davis Group,,
I Can't Wait-Nu-Shooz,I Can't Wait,Nu-Shooz,,
We Got the Funk-Positive Force,We Got the Funk,Positive Force,,
Last Night a DJ Saved My Life-Indeep,Last Night a DJ Saved My Life,Indeep,,
Before I Let Go-Maze,Before I Let Go,Maze,,
I Found Lovin'-The Fatback Band,I Found Lovin',The Fatback Band,,
Candy-Cameo,Candy,Cameo,,
I Wanna Be Your Lover-Prince,I Wanna Be Your Lover,Prince,,
Love Bizarre-Sheila E.,Love Bizarre,Sheila E.,,
I Know You Got Soul-Eric B. and Rakim,I Know You Got Soul,Eric B. and Rakim,,
Funky Cold Medina-Tone-Loc,Funky Cold Medina,Tone-Loc,,
Soul Makossa-Manu Dibango,Soul Makossa,Manu Dibango,,
You Dropped a Bomb on Me-The Gap Band,You Dropped a Bomb on Me,The Gap Band,,
,,,,
024 The Acid Jazz Wedding Cocktail Hour,,,,
Mystic Voyage-Roy Ayers,Mystic Voyage,Roy Ayers,,
Afro Blue-Robert Glasper Experiment f/ Erykah Badu,Afro Blue,Robert Glasper Experiment f/ Erykah Badu,,
Cherish the Day (cover)-Robert Glasper & Lalah Hathaway,Cherish the Day (cover),Robert Glasper & Lalah Hathaway,,
Speak Low (Bent Remix)-Billie Holiday,Speak Low (Bent Remix),Billie Holiday,,
All I Need-Air,All I Need,Air,,
Love Can’t Fail-Sky City,Love Can’t Fail,Sky City,,
Dirty Laundry (Tom Middleton’s Balearic Mix)-Bitter:Sweet,Dirty Laundry (Tom Middleton’s Balearic Mix),Bitter:Sweet,,
6 Underground (Nellee Hooper Edit)-Sneaker Pimps,6 Underground (Nellee Hooper Edit),Sneaker Pimps,,
It Could Be Sweet-Portishead,It Could Be Sweet,Portishead,,
Ceu Distante (DJ Spinna Remix)-Bebel Gilberto,Ceu Distante (DJ Spinna Remix),Bebel Gilberto,,
Originality-Thievery Corporation & Sister Nancy,Originality,Thievery Corporation & Sister Nancy,,
Distant Love-Ian Pooley & Jade and Danielle,Distant Love,Ian Pooley & Jade and Danielle,,
Santa Maria (Tom Middleton Cosmos Mix)-Gotan Project,Santa Maria (Tom Middleton Cosmos Mix),Gotan Project,,
Wiggle and Giggle-Mark Farina,Wiggle and Giggle,Mark Farina,,
Cali Spaces-Mark Farina,Cali Spaces,Mark Farina,,
Jazz (We’ve Got)-A Tribe Called Quest,Jazz (We’ve Got),A Tribe Called Quest,LYRICS,
Cantaloop (Flip Fantasia)-Us3,Cantaloop (Flip Fantasia),Us3,,
Connected-Stereo MC’s,Connected,Stereo MC’s,,
Rebirth of Slick (Cool Like That)-Digable Planets,Rebirth of Slick (Cool Like That),Digable Planets,,
,,,,
025 The 70s Soft Rock Wedding Cocktail Hour (Volume 1),,,,
You're The Only Woman-Ambrosia,You're The Only Woman,Ambrosia,,
I'd Really Love to See You Tonight-England Dan & John Ford Coley,I'd Really Love to See You Tonight,England Dan & John Ford Coley,,
Magnet & Steel-Walter Egan,Magnet & Steel,Walter Egan,,
Over My Head-Fleetwood Mac,Over My Head,Fleetwood Mac,,
Your Smiling Face-James Taylor,Your Smiling Face,James Taylor,,
Lights-Journey,Lights,Journey,,
So Into You-Atlanta Rhythm Section,So Into You,Atlanta Rhythm Section,,
Couldn't Get it Right-Climax Blues Band,Couldn't Get it Right,Climax Blues Band,,
Mr. Blue Sky-Electric Light Orchestra,Mr. Blue Sky,Electric Light Orchestra,,
Fallin' In Love-Joe Frank & Reynolds Hamilton,Fallin' In Love,Joe Frank & Reynolds Hamilton,,
Ventura Highway-America,Ventura Highway,America,,
Anticipation-Carly Simon,Anticipation,Carly Simon,,
You're My Best Friend-Queen,You're My Best Friend,Queen,,
Beginnings-Chicago,Beginnings,Chicago,,
I Wanna Get Next to You-Rose Royce,I Wanna Get Next to You,Rose Royce,,
Don't You Worry 'Bout a Thing-Stevie Wonder,Don't You Worry 'Bout a Thing,Stevie Wonder,,
All Day Music-War,All Day Music,War,,
Never Been to Spain-Three Dog Night,Never Been to Spain,Three Dog Night,,
It Never Rains in Southern California-Albert Hammond,It Never Rains in Southern California,Albert Hammond,,
Dancing in the Moonlight-King Harvest,Dancing in the Moonlight,King Harvest,,
Brandy (You're a Fine Girl)-Looking Glass,Brandy (You're a Fine Girl),Looking Glass,,
Peg-Steely Dan,Peg,Steely Dan,,
Rock Me Gently-Andy Kim,Rock Me Gently,Andy Kim,,
Lowdown-Boz Scaggs,Lowdown,Boz Scaggs,,
Reminiscing-Little River Band,Reminiscing,Little River Band,,
Summer Highland Falls-Billy Joel,Summer Highland Falls,Billy Joel,,
Me and Julio Down by the Schoolyard-Paul Simon,Me and Julio Down by the Schoolyard,Paul Simon,,
Sweet Seasons-Carole King,Sweet Seasons,Carole King,,
,,,,
026 The New York State of Mind Wedding Cocktail Hour,,,,
New York State of Mind-Billy Joel,New York State of Mind,Billy Joel,,
Autumn in New York-Chet Baker,Autumn in New York,Chet Baker,,
Waltz for Debby-Bill Evans,Waltz for Debby,Bill Evans,,
Chitlins Con Carne-Kenny Burrell,Chitlins Con Carne,Kenny Burrell,,
Lullaby of Broadway-Tony Bennett,Lullaby of Broadway,Tony Bennett,,
"Take the ""A"" Train-Duke Ellington","Take the ""A"" Train",Duke Ellington,,
Harlem-Bill Withers,Harlem,Bill Withers,,
Native New Yorker-Oydssey,Native New Yorker,Oydssey,,
Englishman in New York-Sting,Englishman in New York,Sting,,
Another Rainy Day in New York City-Chicago,Another Rainy Day in New York City,Chicago,,
New York-U2,New York,U2,,
59th Street Bridge Song (Feelin’ Groovy)-Simon & Garfunkel,59th Street Bridge Song (Feelin’ Groovy),Simon & Garfunkel,,
Harlem Shuffle-The Rolling Stones,Harlem Shuffle,The Rolling Stones,,
If I Ain't Go You-Alicia Keys,If I Ain't Go You,Alicia Keys,,
New York Minute-Don Henley,New York Minute,Don Henley,,
Miami 2017 (Seen the Lights Go Out on Broadway)-Billy Joel,Miami 2017 (Seen the Lights Go Out on Broadway),Billy Joel,,
Sunday in New York-Bobby Darin,Sunday in New York,Bobby Darin,,
Mamma Mia (Mamma Mia Version)-Mamma Mia Cast,Mamma Mia (Mamma Mia Version),Mamma Mia Cast,,
"New York, New York-Frank Sinatra","New York, New York",Frank Sinatra,,
Empire State of Mind-Jay-Z,Empire State of Mind,Jay-Z,,
,,,,
027 The Disney Wedding Cocktail Hour,,,,
When You Wish Upon a Star-Cliff Edwards (Pinocchio),When You Wish Upon a Star,Cliff Edwards (Pinocchio),,
Some Day My Prince Will Come-Adriana Caselotti (Snow White),Some Day My Prince Will Come,Adriana Caselotti (Snow White),,
A Dream is a Wish Your Heart Makes-Ilene Woods (Cinderella),A Dream is a Wish Your Heart Makes,Ilene Woods (Cinderella),,
Beauty and the Beast-Peabo Bryson (Beauty and the Beast),Beauty and the Beast,Peabo Bryson (Beauty and the Beast),,
Be Our Guest-Angela Lansbury and the cast (Beauty & the Beast),Be Our Guest,Angela Lansbury and the cast (Beauty & the Beast),,
He's a Tramp-Peggy Lee (The Lady & the Tramp),He's a Tramp,Peggy Lee (The Lady & the Tramp),,
The Bare Necessities-Phil Harris (The Jungle Book),The Bare Necessities,Phil Harris (The Jungle Book),,
Le Festin-Camille (Ratatouille),Le Festin,Camille (Ratatouille),,
Hakuna Matata-Jimmy Cliff (The Lion King),Hakuna Matata,Jimmy Cliff (The Lion King),,
You've Got a Friend in Me-Randy Newman with Lyle Lovett (Toy Story),You've Got a Friend in Me,Randy Newman with Lyle Lovett (Toy Story),,
Circle of Life-Elton John (The Lion King),Circle of Life,Elton John (The Lion King),,
Baby Mine-Bette Midler (Dumbo),Baby Mine,Bette Midler (Dumbo),,
You'll Be in My Heart-Phil Collins (Tarzan),You'll Be in My Heart,Phil Collins (Tarzan),,
A Whole New World-Peabo Bryson & Regina Belle (Aladdin),A Whole New World,Peabo Bryson & Regina Belle (Aladdin),,
Let It Go-Idina Menzel (Frozen),Let It Go,Idina Menzel (Frozen),,
Part of Your World-Jodi Benson (The Little Mermaid),Part of Your World,Jodi Benson (The Little Mermaid),,
Reflection-Lea Salonga (Mulan),Reflection,Lea Salonga (Mulan),,
Colors of the Wind-Vanessa Williams (Pocohantas),Colors of the Wind,Vanessa Williams (Pocohantas),,
I Can Go the Distance-Roger Bart or Michael Bolton (Hercules),I Can Go the Distance,Roger Bart or Michael Bolton (Hercules),,
1-2-1-Tevin Campbell (A Goofy Movie),1,2-1-Tevin Campbell (A Goofy Movie),,
,,,,
028 The Summer Pop Wedding Cocktail Hour,,,,
Not A Bad Thing- Justin Timberlake,Not A Bad Thing,Justin Timberlake,,
Team- Lorde,Team,Lorde,,
Safe and Sound- Capital Cities,Safe and Sound,Capital Cities,,
Love Sublime-Tensnake & Nile Rodgers and Fiora,Love Sublime,Tensnake & Nile Rodgers and Fiora,,
Rude- Magic!,Rude,Magic!,,
Latch- Disclosure & Sam Smith,Latch,Disclosure & Sam Smith,,
Ain't It Fun- Paramore,Ain't It Fun,Paramore,,
Ho Hey- The Lumineers,Ho Hey,The Lumineers,,
A Thousand Years- Christina Perri,A Thousand Years,Christina Perri,,
Come With Me Now- Kongos,Come With Me Now,Kongos,,
Am I Wrong- Nico And Vinz,Am I Wrong,Nico And Vinz,,
Classic- MKTO,Classic,MKTO,,
Best Day Of My Life- American Authors,Best Day Of My Life,American Authors,,
On Top Of The World- Imagine Dragons,On Top Of The World,Imagine Dragons,,
Love Never Felt So Good- Michael Jackson,Love Never Felt So Good,Michael Jackson,,
Happily- One Direction,Happily,One Direction,,
Love Someone- Jason Mraz,Love Someone,Jason Mraz,,
Make The World Go Around- DJ Cassidy,Make The World Go Around,DJ Cassidy,,
,,,,
029 The Colorful Wedding Cocktail Hour,,,,
Blue in Green-Miles Davis,Blue in Green,Miles Davis,,
Orange Colored Sky-Nat King Cole,Orange Colored Sky,Nat King Cole,,
Amber-311,Amber,311,,
"Red, Red Wine-UB40","Red, Red Wine",UB40,,
Brown-Eyed Girl-Van Morrison,Brown,Eyed Girl-Van Morrison,,
Pretty in Pink-The Psychedelic Furs,Pretty in Pink,The Psychedelic Furs,,
Mint Car-The Cure,Mint Car,The Cure,,
Raspberry Beret-Prince,Raspberry Beret,Prince,,
Black or White-Michael Jackson,Black or White,Michael Jackson,,
Black & Gold-Sam Sparro,Black & Gold,Sam Sparro,,
Back to Black-Amy Winehouse,Back to Black,Amy Winehouse,LYRICS,
Yellow-Coldplay,Yellow,Coldplay,,
Purple Haze-Jimi Hendrix,Purple Haze,Jimi Hendrix,,
